host_ms	file	bibl_xml_id	bibl_xpath	bibl_xpath_readable	ref_ms	action	changed	reason	n_before	n_after	citedRanges_before	citedRanges_after
189	data/manuscripts/tei/189.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	196	skipped	no	referenced ms 196 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
19	data/manuscripts/tei/19.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	32	skipped	no	referenced ms 32 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
190	data/manuscripts/tei/190.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	189	skipped	no	referenced ms 189 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
190	data/manuscripts/tei/190.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	148	skipped	no	referenced ms 148 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
190	data/manuscripts/tei/190.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	191	skipped	no	referenced ms 191 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
190	data/manuscripts/tei/190.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	181	skipped	no	referenced ms 181 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
190	data/manuscripts/tei/190.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	196	skipped	no	referenced ms 196 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
191	data/manuscripts/tei/191.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	189	skipped	no	referenced ms 189 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
191	data/manuscripts/tei/191.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	148	skipped	no	referenced ms 148 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
191	data/manuscripts/tei/191.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	181	skipped	no	referenced ms 181 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
191	data/manuscripts/tei/191.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	190	skipped	no	referenced ms 190 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
191	data/manuscripts/tei/191.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	196	skipped	no	referenced ms 196 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
195	data/manuscripts/tei/195.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	95	skipped	no	referenced ms 95 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
196	data/manuscripts/tei/196.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	189	skipped	no	referenced ms 189 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
196	data/manuscripts/tei/196.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	148	skipped	no	referenced ms 148 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
196	data/manuscripts/tei/196.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	191	skipped	no	referenced ms 191 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
196	data/manuscripts/tei/196.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	181	skipped	no	referenced ms 181 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
196	data/manuscripts/tei/196.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	190	skipped	no	referenced ms 190 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
204	data/manuscripts/tei/204.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	72	skipped	no	referenced ms 72 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
204	data/manuscripts/tei/204.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	239	skipped	no	referenced ms 239 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
21	data/manuscripts/tei/21.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	284	skipped	no	referenced ms 284 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
216	data/manuscripts/tei/216.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	303	skipped	no	referenced ms 303 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
218	data/manuscripts/tei/218.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	300	skipped	no	referenced ms 300 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
218	data/manuscripts/tei/218.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	169	skipped	no	referenced ms 169 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
219	data/manuscripts/tei/219.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	302	skipped	no	referenced ms 302 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
222	data/manuscripts/tei/222.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	264	skipped	no	referenced ms 264 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
229	data/manuscripts/tei/229.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	261	skipped	no	referenced ms 261 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
236	data/manuscripts/tei/236.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	79	skipped	no	referenced ms 79 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
239	data/manuscripts/tei/239.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	72	skipped	no	referenced ms 72 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
239	data/manuscripts/tei/239.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	204	skipped	no	referenced ms 204 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
241	data/manuscripts/tei/241.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	299	skipped	no	referenced ms 299 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
255	data/manuscripts/tei/255.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	9	skipped	no	referenced ms 9 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
258	data/manuscripts/tei/258.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	266	skipped	no	referenced ms 266 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
258	data/manuscripts/tei/258.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	159	skipped	no	referenced ms 159 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
258	data/manuscripts/tei/258.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	298	skipped	no	referenced ms 298 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
258	data/manuscripts/tei/258.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	297	skipped	no	referenced ms 297 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
258	data/manuscripts/tei/258.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	296	skipped	no	referenced ms 296 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
261	data/manuscripts/tei/261.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	229	skipped	no	referenced ms 229 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
264	data/manuscripts/tei/264.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	222	skipped	no	referenced ms 222 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
266	data/manuscripts/tei/266.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	159	skipped	no	referenced ms 159 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
266	data/manuscripts/tei/266.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	258	skipped	no	referenced ms 258 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
266	data/manuscripts/tei/266.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	298	skipped	no	referenced ms 298 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
266	data/manuscripts/tei/266.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	297	skipped	no	referenced ms 297 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
266	data/manuscripts/tei/266.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	296	skipped	no	referenced ms 296 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
27	data/manuscripts/tei/27.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	28	skipped	no	referenced ms 28 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
27	data/manuscripts/tei/27.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	42	skipped	no	referenced ms 42 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
271	data/manuscripts/tei/271.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	90	skipped	no	referenced ms 90 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
28	data/manuscripts/tei/28.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	27	skipped	no	referenced ms 27 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
28	data/manuscripts/tei/28.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	42	skipped	no	referenced ms 42 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
284	data/manuscripts/tei/284.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	21	skipped	no	referenced ms 21 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
29	data/manuscripts/tei/29.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	50	skipped	no	referenced ms 50 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
29	data/manuscripts/tei/29.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	52	skipped	no	referenced ms 52 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
296	data/manuscripts/tei/296.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	266	skipped	no	referenced ms 266 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
296	data/manuscripts/tei/296.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	159	skipped	no	referenced ms 159 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
296	data/manuscripts/tei/296.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	258	skipped	no	referenced ms 258 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
296	data/manuscripts/tei/296.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	298	skipped	no	referenced ms 298 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
296	data/manuscripts/tei/296.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	297	skipped	no	referenced ms 297 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
297	data/manuscripts/tei/297.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	266	skipped	no	referenced ms 266 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
297	data/manuscripts/tei/297.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	159	skipped	no	referenced ms 159 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
297	data/manuscripts/tei/297.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	258	skipped	no	referenced ms 258 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
297	data/manuscripts/tei/297.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	298	skipped	no	referenced ms 298 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
297	data/manuscripts/tei/297.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	296	skipped	no	referenced ms 296 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
298	data/manuscripts/tei/298.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	266	skipped	no	referenced ms 266 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
298	data/manuscripts/tei/298.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	159	skipped	no	referenced ms 159 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
298	data/manuscripts/tei/298.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	258	skipped	no	referenced ms 258 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
298	data/manuscripts/tei/298.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	297	skipped	no	referenced ms 297 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
298	data/manuscripts/tei/298.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	296	skipped	no	referenced ms 296 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
299	data/manuscripts/tei/299.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	241	skipped	no	referenced ms 241 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
300	data/manuscripts/tei/300.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	169	skipped	no	referenced ms 169 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
300	data/manuscripts/tei/300.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	218	skipped	no	referenced ms 218 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
302	data/manuscripts/tei/302.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	219	skipped	no	referenced ms 219 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
303	data/manuscripts/tei/303.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	216	skipped	no	referenced ms 216 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
304	data/manuscripts/tei/304.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	96	skipped	no	referenced ms 96 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
304	data/manuscripts/tei/304.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	81	skipped	no	referenced ms 81 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
305	data/manuscripts/tei/305.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	308	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
305	data/manuscripts/tei/305.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	306	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	2		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""68r"" to=""68v"">68r–68v</citedRange> <citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""105r"" to=""160v"">105r–160v</citedRange>"
306	data/manuscripts/tei/306.xml	jalit-orgmanuscript305	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	305	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
306	data/manuscripts/tei/306.xml	jalit-orgmanuscript308	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	308	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
307	data/manuscripts/tei/307.xml	jalit-orgmanuscript424	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	424	skipped	no	referenced ms 424 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
307	data/manuscripts/tei/307.xml	jalit-orgmanuscript426	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	426	skipped	no	referenced ms 426 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
307	data/manuscripts/tei/307.xml	jalit-orgmanuscript519	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	519	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""6v"">1r–6v</citedRange>"
307	data/manuscripts/tei/307.xml	jalit-orgmanuscript315	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	315	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""101"" to=""105"">101–105</citedRange>"
308	data/manuscripts/tei/308.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	306	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	2		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""68r"" to=""68v"">68r–68v</citedRange> <citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""105r"" to=""160v"">105r–160v</citedRange>"
308	data/manuscripts/tei/308.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	305	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
311	data/manuscripts/tei/311.xml	jalit-orgmanuscript1578	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1578	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
311	data/manuscripts/tei/311.xml	jalit-orgmanuscript1577	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1577	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""23r"" to=""23v"">23r–23v</citedRange>"
311	data/manuscripts/tei/311.xml	jalit-orgmanuscript1576	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1576	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""7r"" to=""8v"">7r–8v</citedRange>"
311	data/manuscripts/tei/311.xml	jalit-orgmanuscript1575	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
311	data/manuscripts/tei/311.xml	jalit-orgmanuscript313	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
311	data/manuscripts/tei/311.xml	jalit-orgmanuscript345	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[6]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
